CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
Legambiente Onlus,"Spiaggia libera Magazzeno, Pontecagnano (SA)",IT,Mediterranean Sea,100,,,20180428,Monitoring,,14.857179999784337,40.60931000024995,14.858179999867037,40.60931000024995,,3,,,50,37,25,3,,,,,,,20,13,5,5,3,60,5,,3,19,13,2,,2,,,,1,,,,,,,4,,12,,6,15,,,2,3,6,,10,,,,,,,,,,,,,,,,531,20,190,3,,,,,3,1,,,1,,,,,,,18,,6,31,,3,1,4,,,,,,9,4,16,,,,3,,,,,,,1,5,2,,,11,4,1,,,,,,5,,,,,2,24,3,,2,,,,,,,,,,,,1,,,3,,12,,,,3,,,,,,10,
gBqsPxAZ,Karrebæksminde,DK,Baltic Sea,35,Urban,Sandy,20160705,Cleanup,,11.722440030051322,55.206194390275186,11.72196045725037,55.2063530809667,,2,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Marnoba,"Sabinillas, Málaga",ES,Mediterranean Sea,100,Urban,Sandy,20130315,Cleanup,,-5.224523,36.36693999999999,-5.223522999999999,36.36693999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perseus,Flora Mamaia,RO,Black Sea,194,Urban,Sandy,20161127,Monitoring,,28.630026266636296,44.2288669132257,28.629170350036947,44.230505368745035,,8,2,,20,38,6,5,,,5,,,,,,,8,,,,6,,8,,,11,,,8,4,3,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Perseus,Flora Mamaia,RO,Black Sea,194,Urban,Sandy,20150111,Cleanup,,28.630026266636296,44.2288669132257,28.629170350036947,44.230505368745035,,7,10,,13,10,,9,,,,,,,,,,16,,,,,,10,,,3,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,8,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Perseus,Flora Mamaia,RO,Black Sea,194,Urban,Sandy,20150426,Cleanup,,28.630026266636296,44.2288669132257,28.629170350036947,44.230505368745035,,13,13,,14,19,,7,,,,,,,,,,10,,,,4,2,16,,,6,,,,2,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,3,1,,,,,,,3,,,
gBqsPxAZ,predstavitev,IT,Mediterranean Sea,645,Rural,Pebbels,20190131,Cleanup,,13.72534684188765,45.60535995754474,13.732295088726465,45.6085511148102,,5,2,,1,1,,1,,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
HELMEPA - Hellenic Marine Environment Protection Association,Avdira (inland),GR,Mediterranean Sea,261,Rural,Sandy,20140511,Cleanup,,25.02862540733391,40.99428626320169,25.03124325707364,40.993023242049034,,5,3,,12,10,,3,,,,,,,,,,5,,,,,,32,,,9,,,,0,11,,,,,,,,0,,,,3,,0,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
WWF Denmark,Nr Lyngby,DK,North-east Atlantic Ocean,403,Rural,Sandy,20190506,Cleanup,,9.746645598791762,57.41524479880098,9.744216907029582,57.41186844755707,1,8,18,,2,2,3,8,,2,,,,,,,,73,,,7,,4,54,1,,35,,5,5,1,17,,,,2,,2,,0,,,50,231,1,4,,,,,408,2,,,,,15,82,,,5,1,,19,172,1,64,1,64,,,,,,,8,,,,,43,2,,,,2,3,,0,30,,,,,,,,,,2,,,,,,,,3,,,,,,2,,,,,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,26
Surfrider Foundation Europe,"4756 Route de la Plage, 40560 Vielle-Saint-Girons, France",FR,North-east Atlantic Ocean,80,,,20150301,Cleanup,,-1.3606999997987086,43.967999999878664,-1.3596999997160097,43.967999999878664,,,50,,50,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,100,,,,20,,,,,,,,,,,,,5,,,,,,200,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
Hold Danmark Rent,Hornbæk Strand,DK,North-east Atlantic Ocean,1919,,,20140510,Cleanup,,12.476301851570462,56.093579113732886,12.445101151897397,56.092899006639605,,7,0,,10,0,,8,,,1,,,,,,,1,,,,1,,10,,,0,,1,1,0,2,,,1,1,,,,0,,,1,0,,1,,,,,,,,,,1,,,1,,,1,,0,2,,,,0,,,,,,,,,,,,0,,,,,,,,15,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,
Keep Sweden Tidy,Rullsand,SE,Baltic Sea,3598,Near river mouth,Sandy,20161018,Monitoring,,17.64454247951594,60.640876366374044,17.58038404374604,60.64853425606461,,0,0,0,0,0,,0,,,0,0,0,,,0,,1,0,0,0,1,0,2,0,,0,0,0,1,1,0,,,0,0,,,,,,,0,1,0,0,0,0,,,1,,0,0,0,0,0,0,0,,0,0,,0,0,,6,0,1,,,,,0,,,,,,0,0,1,,0,,,,,0,,,,,,,,,,,0,,,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,1,,,,0,,,0,0,,0,0,2,0,0,,,,,,,,,,,,,0,1,0,0,,,,,,,,0,,,0
Surfrider Foundation Europe,"674 Route du Panorama de Kernisi, 29470 Plougastel-Daoulas, France",,North-east Atlantic Ocean,750,,,20190427,Cleanup,,-4.425088900000001,48.366688599999996,-4.425088900000001,48.36668860596806,,,,,,8,,50,,,1,,,,,,,5,,,,,3,9,,,,1,,4,6,2,,,,,,,,,2,,,30,,,,10,,,40,,,,,,,,,,,3,,,,,150,,160,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,5,,,,,,,,,,,,,,,2,,16,,,,,,,,142,,,0
Surfers Against Sewage,Perranporth,UK,North-east Atlantic Ocean,618,,,20150328,Cleanup,,-5.153876140750983,50.346366549224875,-5.153412946932609,50.351917731907555,,3,5,,6,2,,11,,,,,,,,,,10,,,,,,5,,,6,,,,0,6,,,,,,,,0,,,,6,,57,,,,,,,,,,,,,,,,,,6,4,,,,0,,,,,,,,,,,,0,,,,,,,,6,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
HELMEPA - Hellenic Marine Environment Protection Association,"Alinda, Leros",GR,Mediterranean Sea,81,Urban,Sandy,20140510,Cleanup,,26.85332181092431,37.15818071530994,26.85402915426048,37.15863531595184,,4,2,,8,8,,1,,,,,,,,,,4,,,,,,25,,,1,,,,2,9,,,,,,,,0,,,,2,,3,,,,,,,,,,,,,,,,,,0,12,,,,8,,,,,,,,,,,,0,,,,,,,,10,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20171129,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170522,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170827,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20180122,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170827,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20180330,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20171016,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"6 Avenue des Sables, 33121 Carcans, France",FR,North-east Atlantic Ocean,78,,,20150426,Cleanup,,-1.1919599995872086,45.08189999990638,-1.1909600004028398,45.08189999990638,,70,,,10,12,,11,,,,,,,,,,30,,,,,6,75,,,15,31,11,3,2,210,,,,,,,,,,,,70,,,,40,,,,,,,,,,,,,50,4,,,,,1200,,6,,,,,,,,,,,,115,,,,,20,,,,5,,,,,,,,,,3,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3,,6,,,,,,,,12,,,
Surfrider Foundation Europe,"9 Chemin du Port, 73100 Brison-Saint-Innocent, France",,Unknown,750,,,20190519,Cleanup,,5.887426100000001,45.73327479999999,5.887426100000001,45.73327480627023,,1,,,1,,,3,,,,,,,,,,5,,,,,1,170,,,47,3,,3,,5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,25,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,4,,,38,,,,,,,,,,,,,,,3,,6,,,,,,,,10,,,0
DeFishGear - Slovenia,Koper - Zusterna,SI,Mediterranean Sea,643,Urban,Other (mixed),20170923,Cleanup,,13.71861636014848,45.54299086957189,13.711771362075194,45.54620685359097,,66,2,,24,19,,66,,,,,,,,,,,,33,,5,5,348,,,,,,20,2,7,,,,,,,,9,,,,10,,,,,,,2,,,,,,,,,,,,,,,,55,,432,,,,,,,,,,,,8,,,1,,,,,11,,,,,,,,,1,,,,,,,,,1,8,,,,,,3,,,48,,,,11,,,,,,,,,,32,,,31,,,,,,,,,,,,,,,11,,8,,,,3,,,,57,,,
DeFishGear - Slovenia,Fiesa-Jezero (Lake),SI,Mediterranean Sea,137,Urban,Pebbels,20160225,Cleanup,,13.580978632102672,45.52409711812781,13.582652331817547,45.524487986381686,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Flag Turkey,Sardala Koyu ,TR,Black Sea,95,Rural,Other (mixed),20201027,Monitoring,,29.96166,41.13888,29.96138,41.13805000000001,4,27,8,15,12,29,,9,1,,9,,,1,,4,,37,,1,11,,2,421,,,8,,,12,1,15,,,,8,1,1,,,,,2,5,1,,1,,,,2,,,1,,,,,,,,,,16,19,5,3,1,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,5,,,,,3,,,,24,17,26,,,31,9,3,,13,,,,,,,,6,,6,5,,9,17,,,,,,3,,,,,,,,9,1,42,,,1,,,,,,,,
gBqsPxAZ,Lara Beach,CY,Mediterranean Sea,101,Rural,Sandy,20180321,Monitoring,,32.3119020700492,34.95961321762717,32.311344171342,34.95882888798801,,,8,2,,,,4,,,,,,,,,,32,1,,15,,2,3,6,,,4,,,,4,,,,,,,,,,,,13,,2,,,,,,,,,,,3,,,,,,,,,,,,33,,,,,,,6,,,,,,,,,2,,,,5,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"34 Boulevard, 2225 AC Katwijk, Pays-Bas",NL,North-east Atlantic Ocean,67,,,20150321,Cleanup,,4.39607000007557,52.20710000007683,4.397070000158302,52.20710000007683,,10,10,,5,,,2,,,,,,,,,,60,,,,,5,50,,,10,50,3,12,6,40,,,,,,,,,,,,30,,,,6,,,20,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,20,,,,,5,,,,4,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,9,,2,,,,,,,,10,,,
Surfrider Foundation Europe,"Plage du Moulin Blanc, 29200 Brest, France",FR,North-east Atlantic Ocean,73,,,20150605,Cleanup,,-4.4332899996504365,48.396200000112295,-4.432289999567737,48.396200000112295,,30,,,8,10,,20,,,,,,,,,,20,,,,,5,100,,,90,80,1,10,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,50,,30,,,,,,,,,,,,40,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gBqsPxAZ,Tallinn Bay (Tallinna Lahe osa),EE,Baltic Sea,802,Urban,Other (mixed),20170506,Cleanup,372,24.66896179124397,59.46300799950326,24.68302888128222,59.46416364727938,1,28,131,7,23,12,,45,1,1,3,1,1,1,1,1,1,106,1,18,8,1,12,437,1,1,67,1,1,1,26,7,1,1,1,7,1,1,1,0,1,1,1,3,1,6,3,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,8,83,1,86,9,28,,,,,,,,,,,2,17,,,1,3,,,,112,,,1,,2,1,,,14,8,,10,,1,,,,,38,,,,1,12,4,1,,11,,,,,,,,,,,3,5,1,4,,,20,,,,,,2,,,,,6,,1,2,61,1,6,,,,,,,5,888,14,,1
Surfrider Foundation Europe,"43 Place Maurice Chevalier, 94130 Nogent-sur-Marne, France",,Unknown,750,,,20190519,Cleanup,,2.4907103,48.8323192,2.4907103,48.8323192059133,,13,,,10,5,,10,,,15,,,,,,,36,,,,,4,5238,,,214,24,1,30,1,35,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,176,,11,,,,,,,,,,,,5,,,,,11,,,,26,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,22,,,423,,,,,,,,,,,,,,,32,,10,,,,,,,,15,,,0
Surfrider Foundation Europe,"3 Boulevard Clemenceau, 76600 Le Havre, France",FR,North-east Atlantic Ocean,2000,,,20190518,Cleanup,,0.096616,49.491793699999995,0.096616,49.49179370583507,,9640,,,100,24,,335,,,,,,,,,,98,,,,,,1092,,,,,,60,,137,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,7730,,5550,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,112,,,106,,,,,,,,,,,,,,,20,,41,,,,,,,,94,,,0
Surfrider Foundation Europe,"Parking plage de la garonne, 33950 Lège-Cap-Ferret, France",FR,North-east Atlantic Ocean,79,,,20150516,Cleanup,,-1.2467699996736454,44.69670000012598,-1.2457699995909464,44.69670000012598,,60,,,5,10,,4,,,,,,,,,,30,,,,,,10,,,20,70,3,3,5,2,,,,,,,,,,,,80,,,,5,,,,,,,,,,,,,15,5,,,,,20,,5,,,,,,,,,,,,70,,,,,3,,,,,,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,4,,8,,,,,,,,23,,,
gBqsPxAZ,Torvaianica Beach,IT,Mediterranean Sea,209,Near river mouth,Sandy,20160430,Cleanup,,12.424735184681355,41.64991283760743,12.422827922094314,41.65112350646863,,1,4,,17,10,,6,,,,,,,,,,31,,,,,,36,,,4,,,,11,13,,,,,,,,15,,,,5,,16,,,,,,,,,,,,,,,,,,4,37,,,,30,,,,,,,,,,,,43,,,,,,,,42,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,
Surfrider Foundation Europe,"20 Place de la Lib?ration, 54210 Tonnoy, France",,Unknown,350,,,20190519,Cleanup,,6.256573000000001,48.55068299999999,6.256573000000001,48.55068300594646,,15,,,1,,,,,,,,,,,,,1,,,,,,60,,,4,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,6,,,0
ocean-R-evolution.com,Berlingen,CH,,1853,Urban,Pebbels,20170407,Cleanup,,9.011037113552923,47.67240652607776,9.03578880241139,47.67428789649876,,4,13,,,1,,4,,,,,,,,,,8,,3,,7,3,101,,,139,1,,3,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,7,,,,5,3,,,,,,4,,,,3,,1,,,,,,,,19,1,,,,,,,,,,,,,,,,,2,,,,,5,,,,,5,,,,,,,,,,,,,3,,3,10,,,,,,2,,,,,,,,,,2,2,,,,,,,,243,,1,
Swiss Litter Report,limmat_zürich_mortensena_meiera,CH,,29,,,20170807,Cleanup,,8.485410986600337,47.400251534958755,8.485633768790805,47.40003750263962,,0,0,,0,0,,0,,,0,,,,,,,1,0,0,0,0,0,19,0,,0,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,3,1,0,,,,0,,0,0,0,,0,0,3,,,0,0,0,,0,1,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,4,0,0,0,,,,,0,,0,0,0,,0,0,0,4,0,,,0,,,,0,,,1,,0,0,0,0,0,,,0,0,,,,1,0,0,0
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170623,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,,,,,,,,,,,,,,,,,1,,,1,,,4,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170730,Cleanup,,8.518612239801044,47.34305541828178,8.518661337222905,47.34333051566777,,,1,,,,,,,,,,,,,,,,,,,,,19,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"157 Boulevard de la Dune, 40150 Soorts-Hossegor, France",FR,North-east Atlantic Ocean,750,,,20190616,Cleanup,,-1.4437273000000002,43.6587786,-1.4437273000000002,43.658778606498984,,115,,,,1,,5,,,3,,,,,,,17,,,,,1,9,,,50,,,2,,16,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,2,,,,,,60,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,0
gBqsPxAZ,Ile de bananec,,North-east Atlantic Ocean,446,Rural,Other (mixed),20190620,Cleanup,,-3.996142988347918,47.72350273496033,-3.9902162481580454,47.72284926462458,,,,,,2,,,,,,,,,,,,,,4,6,,,,,,8,,,,2,,,,,,,,,,,,10,16,2,8,44,2,,,12,,2,,,,2,,,,2,,,,4,,80,,,,,,,10,,,,,,,,,,,,,,,2,,,,,,,10,,,4,,,,,,,,,,,,,,,30,,,,,2,,4,,,,,,,,2,,2,,16,6,8,,,,,,,,,,2,,,,12,,2740,,,30,132,,,,,,6,
gBqsPxAZ,irakli,BG,Black Sea,2222,Near river mouth,Sandy,20160312,Cleanup,,27.889678098380216,42.74945468536297,27.894918133129234,42.7298346377523,,4,14,2,14,25,3,,,4,1,3,1,2,,2,1,232,10,410,31,3,4,33,3,1,19,6,10,24,2,7,,2,,,,,,3,,,5,14,6,,,2,,,1,,1,,,,,4,,,1,2,,,55,5,190,4,,,,,,,,3,1,,1,,,,,,4,1,,,1,2,,,1,3,,,2,,4,,1,,,3,3,,,7,,4,4,1,,7,,,7,2,5,4,4,3,,,,,,3,1,,2,,,8,,,,1,,,,,,1,,,,,,,7,2,1,,3,1,,,2,2,,
Surfrider Foundation Europe,"Torre Cerrano, Strada Statale 16 Adriatica Km431, 64025 Pineto (Te), Italie",IT,Mediterranean Sea,82,,,20130511,Cleanup,,14.09310000001183,42.581600000008244,14.094100000094528,42.581600000008244,,50,40,,20,,,10,,,,,,,,,,30,,,,,,,,,10,,6,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,40,,100,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,7,,,,,,,,,,3,,,
Surfrider Foundation Europe,"27 Avenue de la Planche, 13008 Marseille, France",FR,Mediterranean Sea,81,,,20150319,Cleanup,,5.384439999937703,43.26290000032012,5.3854400000204015,43.26290000032012,,,,,,,,,,,,,,,,,,73,,,,,,840,,,15,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,
Marnoba,"Alabortza, Gipuzkoa",ES,North-east Atlantic Ocean,100,Near river mouth,Pebbels,20180414,Cleanup,,-1.9227778910000002,43.33333205999999,-1.9217778909999998,43.33333205999999,,6,,,7,,,7,,,,,,,,,,7,,,,,,,,,85,,,,,4,,,,,,,,,,,,6,1,,,,,,,,,,,,1,8,,,,,,3,,,3,,,,,,,,,,1,,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,124,,
Marnoba,"Alabortza, Gipuzkoa",ES,North-east Atlantic Ocean,100,Near river mouth,Pebbels,20180124,Cleanup,,-1.9227778910000002,43.33333205999999,-1.9217778909999998,43.33333205999999,11,139,,,58,,4,18,,,7,4,,,,,,51,,,,,,40,,,37,,,,,22,,,,,,,,,,91,,92,11,,,,1,,14,,1,,,,12,277,,,,,,229,,,3,1,,,,,,,,,2,,,,,3,,,,1,,,14,10,,,,,,,,,,3,,,,,,,,,,10,12,,12,,,,4,17,,,,,,,,,,18,8,,48,,1,5,,1,,,,,,,,,,,,,,20,18,,,,40,,,,8,962,,
